labels,0,1,2,3,4,5,6,7,8,9
Afghanistan,-0.17878042072977018,-0.7496465904704301,0.13691505669839882,0.6217614533715915,-0.2629993024344649,-0.7874766403414998,0.7682875044596177,-0.0852393598776144,-0.6551146359273512,0.9635776403011488
Algeria,-0.2904680452261954,0.07852846593917588,0.23892190597423643,0.31833052167482356,-0.05220063527477724,-0.2823146918853715,0.03441267663476155,0.05912207916833886,-0.44783336942829666,0.45410564111596613
Angola,0.21645564706473297,0.0360444301613535,-0.23371286263734495,-0.30407537197848716,-0.09581346794364595,0.6351336411798143,-0.4779298092823444,-0.013958758876934799,0.10895011227702331,0.09272595723071653
Antigua and Barbuda,-0.07428670977753797,-0.9831056273426468,-0.4340721405445479,0.3697761645932658,0.02867332817515142,-1.1988231876288677,2.3230358904851,-0.15733988307795002,-0.39311132227609635,0.04779560766715082
Argentina,-1.1143613091626463,-1.7621228464017704,-2.1408591245166613,0.3309658736451266,-0.09751787957153282,-1.3663958076778306,0.8572944709756785,0.24619487894746,1.3153760540016808,1.0811956782766727
Armenia,-1.3540122926169844,-1.1055211405397427,0.20970221816649007,0.9621367623738525,-0.01993007110434633,-1.8452290433102239,1.8516438558717665,0.17751006638767966,-1.9669530347320108,2.5689255883917608
Australia,0.08143016684179331,-1.3457327776519095,-1.3560605152421628,-1.0856468863057394,0.9729317250583925,-0.017421331610944273,-0.5374854699137649,2.500920337462252,1.1721424050157991,-1.2722739710424833
Austria,-1.0048796969865577,-0.6650823765106549,-0.01806243072923454,3.7053745539946132,-1.3773610092347315,-1.5891196504873468,1.488326786392276,-1.4806866855109646,-1.23148363640196,1.0737030850843479
Azerbaijan,-0.058914472429617545,0.1669979800374399,0.44627437033162715,0.019221917218448802,-0.006715540715650534,-0.03055019507508869,0.091636322497854,-0.003919827639942825,-0.31084916174883426,-0.010023748423821175
Belgium,0.0736361491940141,-0.07919778247328153,-0.20573085708022584,-0.26317873084449517,-0.08502191806210725,0.1317186321695165,-0.2308467832839962,0.1175648474767363,0.4102154045015359,-0.08873009652751912
Belize,-0.257262784804842,-0.0775812328532788,-0.711252192300849,-0.8442296455505084,1.972101268176629,0.9751547243583624,-0.6719975886821505,0.04799895395050288,0.17855442805142874,-0.8333732105466097
Benin,1.2247256708070164,-0.622677142040369,0.3883279383773328,-0.3781049747126617,1.8906315470350923,-0.23001939793255055,-0.05832996570494547,0.02208518200923239,-0.5934164977332641,-0.5160047309396393
Bhutan,0.04613683343545769,0.014880133348120597,0.23556175785123937,0.092532541295319,-0.056147655703226454,-0.12332647517834726,0.086689902472069,0.03791095433645994,-0.21948768029474555,0.07075473710408045
Bolivia,-0.4393273279486145,0.32800721274975647,0.12898882296805927,0.29951098272951293,0.15200287463870424,-0.7295147988125367,0.5924528340028455,0.15168634228260996,-0.6182660657882674,0.3682697252535025
Botswana,6.505247342558596,1.409557536778112,1.5345085822720597,-0.9143041441708534,0.7890842155556458,1.2199158230975695,-0.9852249440506731,-2.0634237923759606,-0.46497276522982683,-1.533138078953218
Brazil,0.8556026290843972,0.346081352555525,-0.23116659966300127,-0.7868143816684462,2.0968375482733053,-0.12106703597241196,-0.9263473705816404,-0.10154150441690427,0.3028743517686227,-0.4741874520738728
Bulgaria,-0.616834148383939,-0.3789143727471566,-0.05041424722925634,-0.211285675946632,-0.13942862414886406,-0.30416164304196114,0.21946743031317517,1.8714799527101074,-0.6610790064220614,0.13985807559451582
Cambodia,-0.3244920372886743,0.3024773516537039,0.6146256934231523,-0.1277573940678731,-0.15335413292239827,-0.3017382349254846,0.16561559571668333,0.5074910027175051,-0.2877778120502203,-0.09489194905478703
Cameroon,0.7021639311723029,0.9285400019697737,0.6473709500971597,-1.2540901452773099,0.4631038879156509,1.7205439866025174,-1.7655215221708487,1.2255354469797317,-0.22560193121868746,-1.0612361511021762
Canada,-0.6986149054931591,-1.633324413648083,-2.0006012117467202,-0.3768429826660705,-0.9104314294017921,0.41227405476176143,-0.5291427483876988,0.8873783290497357,2.673698752738826,-0.9189492298366632
Chad,-0.0897174734264264,-0.03577698588896526,-0.09140868447573168,-0.14832664613548727,0.4720769552733077,-0.05497340914570217,0.07028404824443042,0.10861456312390227,-0.10144454093408568,-0.10773954811457767
Chile,-0.9406481141468798,-1.1423110178050382,-1.3521113645105312,1.4606699077532668,0.372635674462995,-2.413909383347196,2.3007757307986996,-0.8084998606300795,-0.44078226369854895,1.594211768751007
China,-0.16297937453093436,1.0414594738141005,0.82904750516461,0.47646833174688463,-0.4333135111397038,-0.6580237361526118,0.815947395225556,-0.9792433377201385,-1.1075395390541507,1.1031915105380157
Colombia,0.795100301686029,2.06222060790739,-0.4419618127652762,-0.40582754434923574,1.9815497396371775,-0.5668739257232623,0.21991313731761727,-0.4372182514683099,-0.7015597511810613,-0.2826759946035672
Costa Rica,-0.2532410877378593,-0.2105556467821265,-0.1656451866662141,0.09893639305583016,-0.08707979571303476,-0.30124497182445636,0.45977806002153626,0.05764622940388043,0.08545280252186481,-0.048331792183828264
Croatia,-0.37788194933879876,0.06468230633705964,-0.21360721094773286,-0.36209127453961026,-0.16435325872397347,0.4931777727111099,-0.4975338906508577,1.0791210857792353,0.07095613343458355,-0.3164711401146695
Cuba,1.2121225724198341,-0.8512326002703836,-1.180782018715792,-0.13864968460549917,3.1373857924948556,-0.28678482981451964,0.7020683399275951,-1.1385804422468675,-0.8163605725500751,0.04452637758657993
Czech Republic,-0.48749513858075477,-0.2951013674971176,0.4536131861150216,1.1759622844117725,-0.9853369343880455,-0.3712982594506816,-0.0026026748086907044,-0.2892836221549373,-0.38288460390978724,0.7745886510554139
Democratic Republic of the Congo,-0.04136317225531585,-0.911166927316154,0.23895228073811037,0.671453664286459,-0.051728534796127074,-0.8365138236072532,1.2186739000086033,-0.4077974267144235,-0.3687401006523066,0.10233446571536892
Denmark,-0.23252691198494937,-0.34264286511369146,-0.37626692168580245,0.017650849260346463,-0.32673284136820474,0.06859094436257905,0.17035712679709758,0.0046459468511509195,0.3919517678976234,-0.04235831465416402
Dominican Republic,0.49493931965152005,-0.07994690265224426,-0.34014599173551174,-0.6842108060826034,0.45266303799689217,0.6475087357252843,-0.24154662364387153,-0.14508082802001676,0.28530813938490174,-0.3154951902645732
Ecuador,0.08170319496390539,1.6742678158900521,-0.3463355523471316,-0.4774650731460453,0.7219947706213915,-0.2170029885270513,-0.07878648751662672,-0.35446818813464354,-0.18003734170223118,0.22623816826906706
Egypt,0.08807165341815244,0.5046470274581581,2.0085259444664616,-0.7614075533580649,0.4623516861007413,0.19101266474538495,-0.18796352976285488,0.18679365616271804,-0.805882579754715,-0.3572341431815969
El Salvador,0.1921695202448095,0.565182217980944,-0.18121106083599356,0.8425393258103513,0.27805200200489094,-0.48397938689235726,0.6302508885055452,-1.1279500448131436,-0.5957501082850132,0.35959042257342944
Ethiopia,-0.33432332174735707,-0.06239507274572073,-0.24666214543521542,-0.540881931689197,0.26144220879917135,0.37116313257158645,-0.4075454872475864,0.9507137233396925,0.19113385243837439,-0.43385268528484777
Fiji,-0.06904211554117361,-0.21490396529217548,-0.032373501556873845,-0.37895994049670645,0.6763518357620676,-0.2665830457104984,-0.1018530372354817,0.6255404527127059,0.1089640334861726,-0.2960330199697945
Finland,-0.4290770930259983,-0.4358303271036861,-0.057883248271130734,0.3011853472436352,-0.4411322341184091,-0.4723114545908626,0.1443880221423888,0.008793319985088954,0.12106396440897993,0.635910487311391
France,-0.827605318954585,-0.6335176302015845,-0.7283334349974122,1.0525185002667863,-1.4859231646601454,-0.37544301711381595,0.38438044876083494,-0.47517382818049736,0.6417703312225838,0.7233726384272158
French Guiana,0.6645060706499345,2.015001684660425,-0.3549310270499953,-0.6743143651887555,0.5364949473993033,0.5600681323024866,-1.2200900329916204,-0.38275368699861445,0.7761515941504524,-0.6983973870522159
French Polynesia,0.02675649511459185,-0.40391796386146994,-0.1943052221037073,0.2485344612782306,0.4023142462029677,-0.31536154340384426,0.49231050969537343,0.04826091687640888,-0.2964446696015109,-0.07821471799448447
Gabon,-0.1711507392268972,-0.6514486501989698,0.18030002248119278,-0.45731272251551597,0.5466315757501985,-0.17670316506951714,0.36463269552429284,0.5038390707192322,-0.07805906610172628,-0.2691546323303152
Gambia,2.5104270859445754,0.27464936387194494,1.2733054333839018,-0.748441837748142,0.42016435443516403,0.13491527009096005,-0.20101235451011143,-0.6130492688209727,-0.013546287538244202,-0.7313624993018492
Germany,-1.097734753230525,-1.1098474214540364,-0.7949858781187168,1.589238602693265,-2.104948132412502,-0.6277556628215394,0.686154098220161,-0.13469907493295155,0.9717082895463491,0.31729414400227596
Ghana,4.365358308273809,-0.39568800116800046,1.1928891450710695,-0.2920724068475998,1.9700717751877221,0.0878845937709199,0.7219875565667031,-1.656704249585491,-1.2975516994009804,-1.1180513005465853
Greece,-0.6948349059719054,-0.04796841134499974,0.31572894945582364,1.382763229110944,-0.6450641050832095,-1.5775220988613463,0.6283554111256894,-0.9287353333058157,-1.167856030051342,2.5509333862843504
Grenada,-0.2900776150025353,-0.26840803604322944,-0.3477534247130841,-0.577499222148839,0.2898602386400832,0.7310594672687909,-0.4159230910175343,0.16350605135877305,0.6265660330941675,-0.561480558016161
Guatemala,-0.9372142916993684,0.09045119379238842,0.6990140332020284,0.042647585921165077,0.7844676404134965,-0.6569267758653254,0.5260653293118793,0.5078986268802426,-0.7971210535088171,-0.05705403741933681
Guinea,-0.15548029048334702,-0.254690839714146,-0.06713555130093092,0.12250068301362056,0.001994043455995067,-0.3131413283001121,0.3636431527976866,-0.0643294918452867,0.007380991512441759,0.08830302814977184
Guyana,0.37400520362702344,0.04140569196043427,-0.5597748619618715,-0.4552126284486771,-0.08533021296489281,0.515717208880952,-0.41427666582889705,-0.37586890688509544,1.0952411778666558,-0.5176110413560879
Haiti,-0.07422247486023247,-1.2869917101020572,-0.7444354461961596,0.44176925101842224,1.6355324073677708,-0.949901833691148,1.7234625001656265,-0.48597146650863615,-0.7469714837167458,0.0320849203030288
Honduras,0.18948675933169118,0.14066584113850178,-0.33598584141700377,0.16524760217522722,0.22617254760657476,0.36947252230095085,0.19423830014928067,-0.5847796240654313,-0.16289735661078747,-0.15066562955067864
Hungary,-1.6673635965261846,-0.2613352252926882,-0.25489770477652823,0.6910570178577606,-1.0264522310393682,-0.8683058686474026,0.3980897500133203,0.6715088026225943,-0.2630788617517426,1.3594085734261074
Iceland,-0.3539454801474891,-0.35808930908251274,-0.2808345634669457,0.04030445945480132,-0.19176637691101106,-0.24010019404655783,0.010639576102413235,0.6279078060978196,0.1625793310912107,0.08043794834412656
India,0.44737464572616875,0.7952137336613794,0.4603681638486475,-1.1002666196969801,0.16033566967819343,0.6616081490928204,-0.985945616345048,1.3660698909037656,0.30704919867889335,-1.1255505529506817
Indonesia,1.0633848703545095,1.2657680496567845,2.3460401923722545,-1.1652816803030963,0.5891116666177532,0.5634838811847187,-0.5092099012775018,0.44577037103332523,-1.004723606429845,-0.988649017867976
Iran,-0.21684770985495305,0.6968912546471021,1.9594282217718164,-0.3239294354735487,-0.4100196776248308,1.2552293016121772,-1.1822180243098195,0.2282663159035981,-0.5468873879066579,-0.5977401635101496
Iraq,-0.8025465592458195,1.4229478708426184,4.043695428023867,-0.5689816404534014,-0.6968051298443659,0.6934262085891164,-0.7678180399779991,-0.5105733405297216,-1.2713978031196715,0.1104198648336331
Ireland,-1.2428559112799407,3.350919610747391,0.7742885642220118,1.53821037698335,-2.2295684565355596,-0.15838964144980294,-0.48901632140676626,-1.2783058064328814,-0.007749722538704842,0.23998988321247405
Israel,-1.2415291858293194,0.8241270646593089,-1.2308519612283142,0.04324107196581063,-1.4303256835108593,-0.5971869677645073,-0.3016503373581432,1.1013233905856648,0.24656473147441232,1.7955547772935545
Italy,-0.17094433528729674,1.0983405396021733,-0.038812150451384676,0.5616369779621944,-1.570771193584183,0.9109422776341713,-0.9346733764871733,-0.6849244034942747,0.10627631337156203,0.7384255888751081
Ivory Coast,0.361398740710985,1.2098146793437803,-0.006515604372274646,0.23579857333786355,-0.05288329285667878,-0.02191910822662287,0.3037462542794375,-0.45086379586215186,-0.5759753239343547,-0.0156005304311049
Jamaica,1.1946825540821446,-0.37725411604355896,-0.8899900993326817,-0.6457150842880827,3.0365974269931977,0.9110585152710667,0.04034557668048613,-0.1278533024150884,-0.6804637360988633,-1.4800212642605755
Japan,-0.15595249883586873,0.6327516495036017,0.369169562769522,-1.4472489870404084,-0.33653348376357345,0.3973102561367602,-1.0232700267584145,2.2334819984060332,0.5086978799939617,-0.5651881729795403
Jordan,0.08810971033252327,-0.06121281274873048,-0.09595096631996872,0.014770372794466727,0.47210027367547935,-0.2179705968706386,0.034463119473674184,0.05463648466722625,-0.29227103834459506,0.20458202661273803
Kazakhstan,-0.6576806648867728,-2.2039864473045387,-0.3048383708631794,-0.6133109728773504,-0.22854566586958014,-1.462220663464173,2.5397029808600293,0.11208334816755278,0.0992615201083486,1.150536083352631
Kenya,-0.5866814521141991,-0.532083581719966,-0.9610289390478209,0.08770392344789457,0.37756199192265955,-0.3999269407325867,1.0494894865156883,-0.4980286154772103,0.49707382314346577,-0.23960591854110763
Kiribati,-0.27089889569697423,-0.3390679213890982,-0.11074247866738181,0.08855539430192927,-0.17437658858917934,-0.02148961434234823,0.2212499839663738,0.23702521090917658,0.07104861360308579,-0.1607485893220054
Kyrgyzstan,0.779168390157286,-0.27666498879747875,2.6779205250112383,1.0533503898756722,-1.5287500494652748,-1.1919910801016116,0.7256568959420386,-0.7573494939318486,-1.4144637718730115,1.25595131320098
Laos,-0.20449153427905903,0.6001584144555688,0.44960102915026007,-0.1638180506982894,-0.5782831328542586,0.1434481641604328,-0.302099897214288,0.34683987288934875,0.042670149247309296,-0.10654665452435963
Latvia,-0.33320636831254247,-0.9902127885360683,0.6147036138096267,0.7679007423919775,-1.2247179705396114,-0.7453571740449082,-0.43438382359601807,1.0029111485975988,0.1322551918180757,0.5768848772605161
Lebanon,0.07754533367455888,0.19684412334680482,1.406600570665702,-0.1741884402231122,0.892046291744922,-0.224614816953193,-0.2840604592508348,0.055127045973863274,-1.2525936684863062,0.590338008523373
Lesotho,0.8030756625033316,1.9951655073228596,-0.025271335208843577,-2.3430831195390116,-1.5341852737438983,4.407969045744648,-4.039793679483876,2.0574512518387404,1.9506002700025458,-2.6298486862979877
Liberia,0.9945453115224057,-0.19647423336211872,0.5379153148206404,-0.7300633231598017,0.3583367336033655,1.010279383370858,-0.2748208819115344,0.1924173795920349,-0.14208871145654406,-0.9858594761185365
Lithuania,-0.8009470578216391,-0.9401545916251294,-0.5284561770467195,-0.19764028248322127,-0.9121553275818892,0.21316909345174653,-0.5868951835417661,1.2666394507482008,1.1574051661498357,-0.27992663766447107
Macedonia,-0.733458454989895,0.1990697672771751,0.17007437958258897,1.1061902114298068,-0.3102546877695225,-0.8979174689270751,0.4334511335886628,-0.1938942637590365,-1.1562872151655188,1.463069174621444
Malawi,0.20797186765318806,0.05147980649242553,-0.3067119719427087,-0.40612367800821647,0.048197561479768426,0.6075302519186032,-0.5548252765370532,-0.059735686293158806,0.6916289260189629,-0.5250749737646568
Mali,-0.30040521901960254,-0.2645031908428305,0.2109247096265053,-0.20386013866304953,0.18689196036279965,-0.3096926629945085,0.24772632364989414,0.5088457116159772,-0.07309542334373931,-0.1132136787866164
Malta,-0.23328552228451097,0.06161173225529658,-0.10606334671315976,0.16218586139668476,-0.2541538425115482,0.1484763846222692,0.18431716572359075,-0.09014154543099293,-0.0724962965235316,-0.0033428392768986696
Mexico,-1.1249748118280773,0.1724208663415954,-0.5200913863812333,1.6867607962135327,0.15260413415864388,-1.8150945965047527,2.4670116725154356,-1.4630899611298926,-1.3715095720839527,1.3827421325828297
Mongolia,0.37051620877491104,0.6435362389315853,0.958129853786436,-0.19467853427831933,-0.5358324724947321,0.3553907513358916,-0.18145757867317483,-0.20946035935045093,-0.28133697930587837,-0.140448800615979
Morocco,-0.5039884892390128,-0.02513369752743734,-0.22449539862769355,-0.7754215272054434,-0.13338772921252462,1.0202264921177635,-0.7789262101933715,0.7774659008487428,0.5609002833140145,-0.5724213934293555
Mozambique,0.878735229546358,1.1286224518705112,0.8831551467352021,-0.7308789682685483,0.218550594313996,1.1315351757602718,-0.8957662825168184,-0.48894667339162406,0.13360674945473575,-0.9781035565491288
Myanmar,-0.48324460703576994,0.17897221359840873,0.5034746011812156,0.44888387207874975,-0.7134824251107431,-0.2504454389645954,0.4809777242592117,-0.6499325515057679,-0.05351378950467046,0.26239816733392274
Nepal,1.2595836760974075,4.705805735497299,-0.015428378657502701,-1.374859326138337,1.951870104043651,1.799082707421883,-1.5619917543602735,-1.6053775087557587,-0.31240386506538664,-1.4189433514723366
Netherlands,-1.2445182849388192,-1.764553626659937,-0.5522060220437727,1.3282572159495782,-1.2404283162532084,-0.6090397487380595,-0.05313085711630452,0.38832273458169214,0.8805021043888803,0.4398713976892849
New Zealand,-0.18462162791207196,-0.9199585093720034,-0.4869559885405645,-0.0009012877633524808,0.2456112080131987,-0.4636188200949497,0.49658160787431793,1.0745217661441844,0.021687392551433655,-0.29080522588059177
Nicaragua,-0.08245088102555662,-0.422325603515149,-0.1436498837781873,0.5017454758500708,0.19009288783882503,-0.6240170694584714,1.0875348810965244,-0.614155759964628,-0.5283473383429559,0.47396311227701604
Nigeria,0.4173520460714248,-0.9556845460096202,-0.01025319079037736,-1.4632771536916156,0.8023800465737845,0.9981744347467143,-0.23260727287627214,1.3987819018007899,0.5033116777675471,-1.5871945869011608
Norway,-1.3593354821130283,-1.0160816475485863,-1.595275882996108,-0.8639199563973723,-1.703966446676048,0.8668671815186063,-2.034866740242759,0.9016187687839539,3.548093474805422,-0.22927992380369322
Pakistan,0.9766183720503151,2.9112133499671615,4.1255322101311585,-0.3813036171021555,1.02589508701573,0.10163797541759409,-0.6283084964018443,-1.9439578034136298,-1.504705805085752,-0.8481086162210458
Panama,0.08264695176962801,0.24737190863778918,-0.10638707522596975,-0.16091299726954317,-0.01036822816946205,0.14963418236129322,-0.09859306605753602,-0.0744291759878278,0.1546282507617336,-0.10270464610183337
Papua New Guinea,0.4664276101076394,1.3189865817717539,-0.7794892180877646,-1.2559097765562264,0.9111494187516885,0.7213346244015806,-0.24315650517433005,1.2598232579148305,0.020233462914374403,-1.2742684784051914
Paraguay,-0.039736779749098575,-0.05015592397755049,-0.3489108273637076,0.8788368754054189,-0.17189303721587024,-0.5139533729616224,0.34348882561368915,-0.4349672507450824,-0.1912548171100039,0.3655347207567386
Peru,0.03238529054638762,2.2762993106672984,0.349485683401367,0.05649367314999746,1.262534398990111,-0.7000025127899135,0.6638783217331046,-0.7236268473469367,-1.2182081227613388,-0.12126597839027636
Philippines,1.7074566339716297,0.19986323192481165,0.4574333737621332,0.317281091759662,1.2493497636850242,-0.5867064074017945,0.3763913503486443,-0.10093484463216834,-1.2998033990915596,-0.1492276145723857
Poland,-0.9990491277178164,-1.1825789195584535,-2.169996487473157,1.0726576408796131,-1.608257305820561,-0.9037882436261977,-0.285227804046838,0.4665472976351689,1.6551863310188761,1.3031353856499004
Portugal,-1.4595561087649123,-0.19561389991966746,-1.039497970303178,2.6456028473045166,-1.4222010565163512,-1.2281524955817855,0.011141426892704078,-1.2195162741446417,-0.4931354264201155,2.8245764649593865
Puerto Rico,1.213922336610361,-0.5782752652771656,-1.3718643234560548,0.9930740474109595,1.0429563265637642,-0.5065975119027231,1.9074124056581783,-3.129002740674335,-0.8788808274257767,1.5154122512173775
Republic of Serbia,-0.23098753780241718,0.03457921736441658,0.272563543429072,-0.10755087399992452,-0.02090932544903235,-0.11247722242832041,-0.11519663720941875,0.6598440131777438,-0.1785350276338925,-0.09094963093603263
Romania,-0.4689306511127006,1.1124344032371036,0.5721276619909142,0.8810962823253576,-0.4148133810633494,0.04239486530281491,0.2537443681589519,-0.934115216364359,-1.0865605155391358,0.6656234569035491
Russia,-1.5672699139971462,-0.4530356975477738,-1.087799855180534,0.6020692341901435,-1.2115986072542264,-1.0428068986508259,-0.062491928903273236,1.0637214199350016,0.08058748312477906,2.1348074899150697
Rwanda,-0.19237397532001652,-0.2377012383051011,-0.12133686463716789,-0.45830746954944523,0.19459865049042183,0.10374489237425917,-0.034128637459003935,0.5354439958597093,0.17107182126002848,-0.2038288858973093
Saint Lucia,-0.3012651733612474,-0.20894909377990073,-0.6045988891577323,-0.5233887242910589,0.0501220144129509,0.8468096927355623,-0.277627515145067,-0.28432918512768374,0.9909900165385438,-0.6594197218553991
Samoa,0.2663197925729071,-0.20914719767227716,0.023426811026179148,-0.1625207718903917,0.4021744048810802,0.19976698994421055,0.17071406346726634,0.39757072490657575,-0.3862362090333758,-0.3735669607373534
Saudi Arabia,-0.141393187885822,-0.09381196562774452,0.14272480658121953,-0.15930792928988324,0.062328684218680465,-0.13285573989678512,0.06190521772194185,0.40269608789025463,-0.060693903423416365,-0.08531859244542
Senegal,1.5844921120885807,-0.11386615109193902,0.4490169282126486,-0.31681099371300386,-0.7813013850434913,0.9119074014460927,-0.9197975116135175,-0.36237469331393574,0.591928117977542,-0.2972242397767775
Sierra Leone,0.6885714755472666,-0.9332958724782805,-0.3032035125009734,-0.8553624973289516,-0.7647602069932913,2.0044180212132092,0.4373982604482076,0.4919998237943069,0.41845614463189906,-1.733331448300475
Solomon Islands,-0.6529268511327816,-1.0603917864560781,-1.3996987741728895,-1.9786293454865593,0.8590561397005889,0.17273217317702103,-1.297958583951946,4.591524519605782,1.1715938921252531,-1.3201340516361135
Somalia,-0.22591939507522746,-0.6864649658594055,-1.1513660380881507,-1.7698551857879847,0.508068340222147,1.438575080702658,-0.7747830648266338,1.5083980127041894,1.2985208443157916,-1.2761084505764069
South Africa,-0.73295622705112,-0.4957034486882045,-0.4883550994256795,-1.1865935173395628,-1.0122631885831461,0.5853050684641596,-1.442665575059049,2.246132218671306,1.9023921401913622,-0.785148348940606
South Korea,-0.1424525141175175,0.32467173251665404,0.09758282407557854,-0.17037436849710091,-0.16955453987550972,0.1356152077492249,-0.3781604761481903,0.451522890225038,0.09121138665074759,-0.132484355693831
South Sudan,0.5736494885504021,-1.5790286571542798,-2.0607618567885773,-2.661966625595813,-0.8400928959251267,4.699144312155487,-3.6850029389762917,-0.5698890301132975,5.1808769248201925,-2.469347669423812
Spain,-0.009617372356074377,-0.9308603930332143,-0.2826591480837484,1.179576502414527,-0.8164003295106784,-0.8962634982545207,1.1432767223950275,-0.8861899313261754,-0.3569940774829357,1.2010194578836983
Sudan,-0.7352874329050894,-1.2147009455987454,-1.2112429299870733,-1.3948253919741902,-0.45257700033085146,1.310779175246206,-0.9134654765211618,1.073008754457219,2.2261760293476858,-1.0103863155350619
Suriname,-0.04978120410180163,-0.4039620971477165,-0.11834316621238831,-0.1550378404850653,0.6929315790846758,-0.05711787294821782,0.2634125751460603,-0.057582718861751536,-0.029525568355313708,-0.2675831220789515
Swaziland,2.501724431786015,-0.6997435248740808,-1.4205711572472592,-2.0578261911462037,-1.370938670451727,2.3549656132877628,-2.1890535380113083,1.0858511985637784,3.0433102819097115,-1.6835698937197061
Sweden,-1.1449466109224231,0.07985407449548501,0.07581472415836757,1.646974287557264,-1.606302360557538,-0.7106695820301404,-0.1059062197743697,-1.1132316011777148,0.30809269756059016,1.3837685113316387
Switzerland,0.003553975639160294,0.4673135519473102,-0.04003604619499089,2.8125781673556016,-0.9172917416668185,-0.5179925622169229,-0.43807939988708444,-0.6947620803384572,-0.8060913619741961,0.2878642521486668
Tajikistan,-0.37108340623736885,-0.30018947315358957,-0.11026307922875744,-0.12289224451154544,-0.018973591993643023,0.11909815814613246,0.2864408402374884,0.21378758331043787,-0.0010328191280355441,-0.1373453773113831
Thailand,-0.002218196577113437,0.61512895801272,1.3356169950718222,-0.39547668172406897,-0.45737264229332986,0.2795686904546178,-0.14920744846041706,0.337451836321093,-0.4661107363592108,-0.22879450909264412
The Bahamas,-0.3777536008709293,-0.4300211781359921,-0.6844500727254258,0.16504594874159173,0.049361019443888085,0.174362989060607,0.7418609930679149,0.10559259041452727,-0.023170084175311745,-0.4481043735969351
Trinidad and Tobago,-0.436686658700563,-1.3954171179837738,-1.3211910344932951,2.1997804835138814,0.3480287559313595,-2.129181115693268,3.619103599685987,-2.0875545393804713,-1.0421042710324107,1.1081378039934304
Tunisia,-0.20248615048166269,1.1693558022820574,0.25009869925019074,-0.7393033755698799,0.011397325983504191,1.0901444309493284,-0.8699230696946813,0.3951552642693532,0.012355916019153604,-0.5647218568666019
Turkey,0.9563787006051693,-0.38370527939027826,3.428947420253339,1.1677389953304866,0.42547258347611205,-1.4659526215872496,2.1522625521141174,-2.8173980856804794,-2.5733433575672477,1.250369470963176
Uganda,0.631337085518814,0.919833591098869,-0.6513918815114539,-1.7735893927878938,1.3370412148744322,1.5088328567573304,-0.8372145918576596,0.0794973633257796,0.9638277694030882,-1.6669493698848576
Ukraine,-0.8347300978934709,0.7639843093952531,0.15463782511308843,2.2740522292952656,-1.4913078273496791,-1.6475837527864496,0.07776292579631452,-1.678823416254433,-1.3327359992733865,3.781300709746257
United Kingdom,-0.6549269617802322,-0.18074294874068697,-0.6641278361189994,1.0235449506521894,-1.0209653467857895,-0.019962017055072476,-0.7706375946722864,-0.3906116789433151,1.2105834389242274,0.030964588293575335
United Republic of Tanzania,0.8998052261458828,0.18766381579612326,-0.05271733791634327,-0.9656333562444093,0.7147304336364014,0.8819059458268919,0.37569992166571875,-0.6966577302754742,0.31821872849272087,-1.1885753624772435
United States of America,-0.6636065850451872,-1.1031984818116445,-0.19922176105530168,1.25910547251839,-1.1340936421276628,-0.4847434020977535,0.7076838125769387,-0.6231699048362543,0.31818333191689946,0.39581882753920455
Uruguay,-0.6429953224092836,-0.10859693914944966,0.07519305068478772,1.4688131358285132,-0.8507833898877527,-1.055446053640109,0.15797418373173086,-1.0047776101017436,-0.6500397591650108,2.1957037682610503
Uzbekistan,-0.029028154304634443,-0.5142174342016151,0.7048890136725126,-0.25730738750158194,-0.05748665013883204,0.2420424253066633,-0.32180090820228907,0.14971148816128443,0.005118885326123772,-0.022254622014025654
Venezuela,-0.12097884974623853,-0.734194427417319,-0.32464569996228043,-0.04260073015787885,0.7707130576438399,-0.6425654595301167,0.8775954940164996,0.14012215226010286,-0.4114488407245426,0.27309704254922673
Vietnam,-0.489981094688724,2.0598959203312157,1.9657233362925126,-0.21693425112684933,-1.6071503628154005,0.45949349198636663,-0.7533096527612203,1.1878951588351454,-1.046178756560732,0.13616069269604433
Western Sahara,-0.6505068894319483,0.18664305036100287,0.25134851838816885,1.1626770830946984,-0.12292375649997214,-1.150548774159138,0.050964181425922864,-0.8631117462204059,0.05414981243887877,0.8553165726026413
Yemen,-0.001414086392365914,0.19258450225334214,-0.0736826206471653,-0.23129869150253196,0.051014170933789946,0.3589163104710677,-0.41297138930089533,0.03523990369135551,0.2713665677189801,-0.21068090145181512
Zambia,1.1896298907973804,-0.9567413632890678,0.5246925048154663,-1.1466695273474214,3.7074745554856445,0.0700924800914002,-0.09256664785314092,-0.4115464967799217,-0.3576141395234361,-1.457072140101183
Zimbabwe,0.189462564032788,-0.007549142184830812,0.018180330071153782,-0.18860653904623928,0.08382996565991468,0.15033634573865548,-0.2390037988950713,0.05568428925935556,0.21673021193286615,-0.21909432240743745
